AbioticFactor/Content/Blueprints/Environment/Special/MapPamphletBox_BP.uasset	784Bh		TAKE A MAP	지도 얻기
AbioticFactor/Content/Maps/Facility_Office1.umap	5014571		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office1.umap	5014701		SECURITY SEC.	보안 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5014837		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office1.umap	5014969		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Office1.umap	5015105		SERVER ROOM 01	서버실 01
AbioticFactor/Content/Maps/Facility_Office1.umap	5015242		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5015378		CAFETERIA	구내식당
AbioticFactor/Content/Maps/Facility_Office1.umap	5015510		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5015646		LOWER ACCESS	저층 접근로
AbioticFactor/Content/Maps/Facility_Office1.umap	5015781		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office1.umap	5015917		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office1.umap	5016051		TRAM PLAZA	트램 광장
AbioticFactor/Content/Maps/Facility_Office1.umap	5016184		PUBLIC TERMINAL	공공 터미널
AbioticFactor/Content/Maps/Facility_Office1.umap	5016322		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office1.umap	5016452		TRAM - B SIDE	트램 - 역방향
AbioticFactor/Content/Maps/Facility_Office1.umap	5016588		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5717295		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office2.umap	5717431		SECURITY OFFICE	보안실
AbioticFactor/Content/Maps/Facility_Office2.umap	5717569		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_Office2.umap	5717706		LEVEL 3 LIFT	3층 승강기
AbioticFactor/Content/Maps/Facility_Office2.umap	5717841		LOCKER ROOM	락커룸
AbioticFactor/Content/Maps/Facility_Office2.umap	5717975		SECTOR MAP	구역 안내 지도
AbioticFactor/Content/Maps/Facility_Office2.umap	5718108		LOCKER ROOM	락커룸
AbioticFactor/Content/Maps/Facility_Office2.umap	5718242		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office2.umap	5718372		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5718504		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5718636		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5718768		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office2.umap	5718904		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5719036		RESIDENCE TRAM	주거 구역 트램
AbioticFactor/Content/Maps/Facility_Office2.umap	5719173		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5719305		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5719437		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5719569		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5719701		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Office2.umap	5719834		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office2.umap	5719966		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5720098		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5720230		GYM & POOL	체육실 & 수영장
AbioticFactor/Content/Maps/Facility_Office2.umap	5720363		DATA FARM	데이터 저장소
AbioticFactor/Content/Maps/Facility_Office2.umap	5720495		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5720631		LEVEL 3 STAIRS	3층 계단
AbioticFactor/Content/Maps/Facility_Office2.umap	5720768		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5720904		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office2.umap	5721040		STORAGE	창고
AbioticFactor/Content/Maps/Facility_Office2.umap	5721170		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5721305		SILO 3 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office2.umap	5721441		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Office2.umap	5721576		KITCHEN	주방
AbioticFactor/Content/Maps/Facility_Office2.umap	5721706		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office2.umap	5721842		BIO LAB D	생물학 연구실 D
AbioticFactor/Content/Maps/Facility_Office2.umap	5721974		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office3.umap	6501255		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6501389		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6501519		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6501650		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6501786		LEVEL 2 LIFT	2층 승강기
AbioticFactor/Content/Maps/Facility_Office3.umap	6501921		ANALYSIS OFFICE	분석실
AbioticFactor/Content/Maps/Facility_Office3.umap	6502059		BREAK ROOM	휴게실
AbioticFactor/Content/Maps/Facility_Office3.umap	6502192		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6502329		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6502458		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6502594		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6502730		SILO 3 VIEWING	사일로 3 조망대
AbioticFactor/Content/Maps/Facility_Office3.umap	6502867		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6503003		SILO 3	사일로 3
AbioticFactor/Content/Maps/Facility_Office3.umap	6503132		SILO 2 LOUNGE	사일로 2 라운지
AbioticFactor/Content/Maps/Facility_Office3.umap	6503268		EXEC. OFFICES	임원 사무실
AbioticFactor/Content/Maps/Facility_Office3.umap	6503404		L2 / L3 JUNCTION	2층 / 3층 교차로
AbioticFactor/Content/Maps/Facility_Office3.umap	6503543		SILO 2	사일로 2
AbioticFactor/Content/Maps/Facility_Office3.umap	6503672		LEVEL 3 ACCESS	3층 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6503809		LEVEL 2	2층
AbioticFactor/Content/Maps/Facility_Office3.umap	6503939		TRUCK TUNNEL D	트럭 터널 D
AbioticFactor/Content/Maps/Facility_Office3.umap	6504076		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office3.umap	6504210		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6504347		EXEC. RESTROOM	임원 화장실
AbioticFactor/Content/Maps/Facility_Office3.umap	6504484		BOARDROOM	회의실
AbioticFactor/Content/Maps/Facility_Office3.umap	6504616		CHECK-IN	체크인
AbioticFactor/Content/Maps/Facility_Office3.umap	6504747		PHYSICS LAB D	물리학 연구실 D
AbioticFactor/Content/Maps/Facility_Office4.umap	1853264		MANUFACTURING	제조 구역
AbioticFactor/Content/Maps/Facility_Office4.umap	1853400		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853536		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853670		SILO 2 ACCESS	사일로 3 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1853806		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Office4.umap	1853938		SECURITY	보안
AbioticFactor/Content/Maps/Facility_Office4.umap	1854069		LIFT ACCESS	승강기 접근로
AbioticFactor/Content/Maps/Facility_Office4.umap	1854203		L1 TRAM PLAZA	1층 트램 광장
AbioticFactor/Content/Maps/Facility_Office4.umap	1854339		RECEPTION	접수처
AbioticFactor/Content/Maps/Facility_Pens.umap	7017912		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018049		EASTERN TUNNEL	동쪽 터널
AbioticFactor/Content/Maps/Facility_Pens.umap	7018186		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7018322		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7018455		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7018585		ROADWAY	진입로
AbioticFactor/Content/Maps/Facility_Pens.umap	7018715		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7018847		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7018983		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019118		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019248		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7019383		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7019516		HEAVY DEPOT	중장비 차고
AbioticFactor/Content/Maps/Facility_Pens.umap	7019650		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Pens.umap	7019786		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7019922		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020052		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020187		XR TRANSFER	XR 이동실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020321		HOLDING	구류실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020451		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7020587		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7020723		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020860		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7020990		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7021126		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021256		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7021392		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7021525		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7021661		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021791		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7021926		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Pens.umap	7022056		C. BLOCKS	격리 블록
AbioticFactor/Content/Maps/Facility_Pens.umap	7022188		VEHICLE LOT 7	7번 차고지
AbioticFactor/Content/Maps/Facility_Pens.umap	7022324		XR CONTAINMENT	XR 격리실
AbioticFactor/Content/Maps/Facility_Pens.umap	7022461		WILDLIFE PENS	야생 동물 우리
AbioticFactor/Content/Maps/Facility_Pens.umap	7022597		C. STATION	C 정거장
AbioticFactor/Content/Maps/Facility_Pens.umap	7022730		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Pens.umap	7022865		PARTICLE LAB	입자 연구실
AbioticFactor/Content/Maps/Facility_Plant.umap	4030509		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/Facility_Reservoir.umap	3218643		DETECTOR	탐지기
AbioticFactor/Content/Maps/Facility_Residence.umap	9077253	Sign_ModularDormitory_C	DR. MANJINDER SANA	만진더 사나 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9077394	Sign_ModularDormitory_C	DR. PETRA PETERS	페트라 피터스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9077533	Sign_ModularDormitory_C	DR. REYNA BELL	레이나 벨 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9077670	Sign_ModularDormitory_C	DR. JESSICA LAMBERT	제시카 램버트 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9077812	Sign_ModularDormitory_C	DR. SOPHIA TZIRKOTI	소피아 치르코티 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9077954	Sign_ModularDormitory_C	DR. ZOE KINCHIN-WALLER	조이 킨친-월러 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078099	Sign_ModularDormitory_C	DR. PIOTR RANDONJIC	피오트르 란도니치 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078241	Sign_ModularDormitory_C	DR. MARIJA KRYZSTYNIAK	마리야 크리스티니악 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078386	Sign_ModularDormitory_C	DR. NAMAN HAMAYUN	나만 하마윤 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078526	Sign_ModularDormitory_C	DR. MARIO GARBARINO	마리오 가르바리노 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078668	Sign_ModularDormitory_C	DR. OSCAR BEVILACQUA	오스카 베빌아쿠아 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078811	Sign_ModularDormitory_C	DR. MAJID ACHEAMPONG	마지드 아참퐁 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9078954	Sign_ModularDormitory_C	DR. YANG HONG	양 홍 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079090	Sign_ModularDormitory_C	DR. RICH MELANCHTON	리치 멜란히톤 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079232	Sign_ModularDormitory_C	DR. MACHIKO ISODA	마치코 이소다 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079372	Sign_ModularDormitory_C	DR. GAYUSH ADIVAR	게이유시 아디바르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079512	Sign_ModularDormitory_C	DR. YUSUF AZIZ	유수프 아지즈 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079649	Sign_ModularDormitory_C	DR. ABDULRAZAK OTHMAN	압둘라자크 오스만 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079793	Sign_ModularDormitory_C	DR. MANUEL MARCOS	마누엘 마르코스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9079933	Sign_ModularDormitory_C	DR. NASRA BADAR	나스라 바다르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080071	Sign_ModularDormitory_C	DR. LLOYD GARBIT	로이드 가빗 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080210	Sign_ModularDormitory_C	DR. SAMEER MISHOD	사미르 미쇼드 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080350	Sign_ModularDormitory_C	DR. JUDITH ANDERSON	주디스 안더슨 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080492	Sign_ModularDormitory_C	DR. ZHAO LI	자오 리 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080626	Sign_ModularDormitory_C	DR. ALEXANDER HANNITY	알렉산더 해니티 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080770	Sign_ModularDormitory_C	DR. PERRY BUTLER	페리 버틀러 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9080909	Sign_ModularDormitory_C	DR. SVETLANA PRICE	스베틀라나 프라이스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081050	Sign_ModularDormitory_C	DR. JANET ROSS	자넷 로스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081187	Sign_ModularDormitory_C	DR. LUKAS BENES	루카스 베네스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081325	Sign_ModularDormitory_C	DR. DANIEL FLINT	다니엘 플린트 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081464	Sign_ModularDormitory_C	DR. GARRISON SOYINKA	개리슨 소잉카 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081607	Sign_ModularDormitory_C	DR. AIDAN OSBORNE	에이든 오스본 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081747	Sign_ModularDormitory_C	DR. RASHAD DERRICK	라샤드 데릭 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9081888	Sign_ModularDormitory_C	DR. STEPHEN WINCKOWSKI	스티븐 윈카우스키 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9082033	Sign_ModularDormitory_C	DR. EDWARD KRAUS	에드워드 크라우스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9082172	Sign_ModularDormitory_C	DR. ABRAHAM STERN	에이브라함 스턴 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9082312		ATHLETIC POOL	체육관 수영장
AbioticFactor/Content/Maps/Facility_Residence.umap	9082448		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9082579		RUTGER STRAUSS	루트거 슈트라우스
AbioticFactor/Content/Maps/Facility_Residence.umap	9082716		DEFENSE SECTOR	방어 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9082853		ENGINEERING	엔지니어링
AbioticFactor/Content/Maps/Facility_Residence.umap	9082987		ATHLETICS	체육관
AbioticFactor/Content/Maps/Facility_Residence.umap	9083119		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Residence.umap	9083252		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9083383		DORMITORIES (A)	기숙사 (A)
AbioticFactor/Content/Maps/Facility_Residence.umap	9083521		BARRACKS	병영
AbioticFactor/Content/Maps/Facility_Residence.umap	9083652		MAIN LOBBY	메인 로비
AbioticFactor/Content/Maps/Facility_Residence.umap	9083785		BARRACKS	병영
AbioticFactor/Content/Maps/Facility_Residence.umap	9083916		T. R. ENDERSON	T. R. 엔더슨
AbioticFactor/Content/Maps/Facility_Residence.umap	9084053		BARRACKS A	병영 A
AbioticFactor/Content/Maps/Facility_Residence.umap	9084186		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Residence.umap	9084316		E-SUITES	E-스위트룸
AbioticFactor/Content/Maps/Facility_Residence.umap	9084447		EATERY	식당
AbioticFactor/Content/Maps/Facility_Residence.umap	9084576		EATERY	식당
AbioticFactor/Content/Maps/Facility_Residence.umap	9084705		MAINTENANCE	관리실
AbioticFactor/Content/Maps/Facility_Residence.umap	9084839		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9084972		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9085105		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9085238		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9085371		DR. DEREK MANSE	데릭 맨스 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9085509		RESIDENCES	주거 구역
AbioticFactor/Content/Maps/Facility_Residence.umap	9085642		DR. STEWART WAKEMAN	스튜워트 웨이크먼 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9085784		SHOPPING DISTRICT	상업가
AbioticFactor/Content/Maps/Facility_Residence.umap	9085924		DORMITORIES (E)	기숙사 (E)
AbioticFactor/Content/Maps/Facility_Residence.umap	9086062		TOILETS	화장실
AbioticFactor/Content/Maps/Facility_Residence.umap	9086192		DR. AJAY KALAM	에이제이 칼람 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9086329		JANE KARENSKI	제인 카렌스키
AbioticFactor/Content/Maps/Facility_Residence.umap	9086465		DR. MICHAEL HUTTON	마이클 허튼 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9086606		DR. DINA KHATTAR	디나 카타르 박사
AbioticFactor/Content/Maps/Facility_Residence.umap	9086745		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Residence.umap	9086878		FIONA GARNER	피오나 가너
AbioticFactor/Content/Maps/Facility_Security.umap	4738370		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4738508		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4738646		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4738783		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4738920		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4739056		SURFACE LIFT	지표 승강기
AbioticFactor/Content/Maps/Facility_Security.umap	4739191		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4739324		FITNESS COURSE	운동 코스
AbioticFactor/Content/Maps/Facility_Security.umap	4739461		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4739597		DEPOT ACCESS	차고 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4739732		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4739869		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4740005		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4740141		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4740278		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4740414		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4740547		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4740684		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4740820		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4740953		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4741086		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4741219		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4741352		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4741485		TOWER	탑
AbioticFactor/Content/Maps/Facility_Security.umap	4741613		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4741750		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4741887		LABORATORIES	연구소
AbioticFactor/Content/Maps/Facility_Security.umap	4742022		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4742155		FIREARMS RANGE	사격장
AbioticFactor/Content/Maps/Facility_Security.umap	4742292		VEHICLE DEPOT	차고지
AbioticFactor/Content/Maps/Facility_Security.umap	4742428		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4742561		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4742694		SURFACE ACCESS	지표 접근로
AbioticFactor/Content/Maps/Facility_Security.umap	4742831		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/Facility_Security.umap	4742967		REPAIR BAY	정비소
AbioticFactor/Content/Maps/Facility_Security.umap	4743100		HYDROPLANT	수력발전소
AbioticFactor/Content/Maps/Facility_Security.umap	4743233		STORAGE UNIT C	창고 구역 C
AbioticFactor/Content/Maps/Facility_Security.umap	4743370		REPAIR BAY	정비소
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723723		ADJUSTMENT	조정동
AbioticFactor/Content/Maps/MainMenu_Labs.umap	723856		LENS EPICENTRE	렌즈 중심점
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241181		SYNCHROTRON	싱크로트론
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241315		TRAM ACCESS	트램 접근로
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241449		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241587		SHIPPING	물류 배송지
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241718		OFFICE SECTOR	사무 구역
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241854		MINE ENTRANCE B	광산 입구 B
AbioticFactor/Content/Maps/MainMenu_MFWest.umap	1241992		GARAGE	차고
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827237		TRAM - B SIDE	트램 - 역방향
AbioticFactor/Content/Maps/MainMenu_Offices.umap	827373		TRAM STATION	트램 정거장
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2282916	Sign_ModularDormitory_C	DR. MANJINDER SANA	만진더 사나 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283057	Sign_ModularDormitory_C	DR. A. PETERS	A. 피터스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283193	Sign_ModularDormitory_C	DR. REYNA BELL	레이나 벨 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283330	Sign_ModularDormitory_C	DR. JESSICA LAMBERT	제시카 램버트 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283472	Sign_ModularDormitory_C	DR. SOPHIA TZIRKOTI	소피아 치르코티 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283614	Sign_ModularDormitory_C	DR. ZOE KINCHIN-WALLER	조이 킨친-월러 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283759	Sign_ModularDormitory_C	DR. PIOTR RANDONJIC	피오트르 란도니치 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2283901	Sign_ModularDormitory_C	DR. MARIJA KRYZSTYNIAK	마리야 크리스티니악 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284046	Sign_ModularDormitory_C	DR. NAMAN HAMAYUN	나만 하마윤 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284186	Sign_ModularDormitory_C	DR. MARIO GARBARINO	마리오 가르바리노 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284328	Sign_ModularDormitory_C	DR. OSCAR BEVILACQUA	오스카 베빌아쿠아 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284471	Sign_ModularDormitory_C	DR. MAJID ACHEAMPONG	마지드 아참퐁 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284614	Sign_ModularDormitory_C	DR. YANG HONG	양 홍 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284750	Sign_ModularDormitory_C	DR. RICH MELANCHTON	리치 멜란히톤 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2284892	Sign_ModularDormitory_C	DR. MACHIKO ISODA	마치코 이소다 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285032	Sign_ModularDormitory_C	DR. GAYUSH ADIVAR	게이유시 아디바르 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285172	Sign_ModularDormitory_C	DR. YUSUF AZIZ	유수프 아지즈 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285309	Sign_ModularDormitory_C	DR. ABDULRAZAK OTHMAN	압둘라자크 오스만 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285453	Sign_ModularDormitory_C	DR. MANUEL MARCOS	마누엘 마르코스 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285593	Sign_ModularDormitory_C	DR. NASRA BADAR	나스라 바다르 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285731	Sign_ModularDormitory_C	DR. LLOYD GARBIT	로이드 가빗 박사
AbioticFactor/Content/Maps/MainMenu_Residence.umap	2285870	Sign_ModularDormitory_C	DR. SAMEER MISHOD	사미르 미쇼드 박사
